dim_1,dim_2,speed,vehicle_type,direction,location,domain
-15.397509712548986,5.3979730856838515,95.0,1,1,0,sim
9.46248941529096,-8.882872919960345,40.0,0,0,2,sim
-39.91866931435122,-24.712022710447933,47.0,1,0,3,sim
-40.80000943856825,-23.358336573060008,78.0,1,0,0,sim
28.53826775404058,1.7573595470479804,31.0,0,1,3,sim
38.093810934469644,-3.4877457020820035,38.0,0,1,4,sim
-44.37404336660363,-13.846875290310829,38.0,1,0,3,sim
-15.848481212448334,23.676372521562357,47.0,1,1,3,sim
-36.72364516078852,-17.580479545326426,33.0,1,0,4,sim
43.74866352225101,-5.293659138010051,84.0,0,1,5,sim
-47.773848263004055,-15.428983073221527,42.0,1,0,1,sim
3.4888160030749633,-23.223102248046928,35.0,0,0,4,sim
-43.24648986867588,-23.93944191574029,48.0,1,0,1,sim
2.065991234432802,-17.54227441829427,39.0,0,0,1,sim
-40.5395222247959,-13.830779845042368,33.0,1,0,4,sim
36.70355081319853,3.0556908066063073,38.0,0,1,3,sim
25.462209467255914,-17.269727068329715,79.0,0,0,5,sim
38.42281514532972,4.401026694496132,23.0,0,1,4,sim
-46.142242171961314,-12.953096844050211,40.0,1,0,4,sim
-23.17435404544867,-29.191464843265145,29.0,1,0,2,sim
18.372361085337833,-17.91462513001319,65.0,0,0,5,sim
45.85296470440305,-3.9566575246501934,88.0,0,1,5,sim
42.91470200091605,-4.735907667546329,71.0,0,1,5,sim
-5.424494020856303,25.01850885814484,40.0,1,1,2,sim
32.77525876878235,-14.14436260237574,62.0,0,1,0,sim
-42.80444531532248,-19.699353456949687,31.0,1,0,1,sim
8.591471134400791,-5.506199064938057,54.0,0,0,5,sim
11.60117410909848,-6.313808335582228,35.0,0,0,2,sim
-14.791825461989214,1.978625248458414,83.0,1,0,5,sim
-19.08567506707189,5.241125695491279,84.0,1,0,5,sim
-0.06182321385748091,-19.435168866413722,36.0,0,0,3,sim
-39.66626785903496,-17.92540555310987,31.0,1,0,4,sim
-1.520718431626571,17.378066925345586,52.0,1,1,2,sim
0.44767778876787356,-18.98179202519821,44.0,0,0,1,sim
9.788050630566534,-6.0593515750744755,38.0,0,0,2,sim
42.397199437371754,-7.825235094182483,64.0,0,1,5,sim
29.02796314747277,-2.37425795598437,37.0,0,1,1,sim
-27.176257453587002,-22.2093608718182,40.0,1,0,2,sim
21.997666340112023,-18.688799366719962,94.0,0,0,5,sim
9.021162804122284,-22.644643916103668,49.0,0,0,2,sim
-32.269949445767736,-13.899046144885489,38.0,1,0,2,sim
-16.93183390150507,2.721182080275442,83.0,1,1,0,sim
9.457170188776699,-23.242160646501446,96.0,0,0,5,sim
31.72510198365706,1.4236522435736312,40.0,0,1,3,sim
40.086271693414005,-13.677642697035362,28.0,0,1,2,sim
-29.35632344296998,-26.375498679052455,77.0,1,0,0,sim
10.155621822334425,-14.144428828206731,73.0,0,0,0,sim
40.0347634252997,-16.813458912388604,23.0,0,1,4,sim
-17.263583309305318,15.113422402573883,38.0,1,1,1,sim
28.727239734327263,-16.589355941539836,60.0,0,0,5,sim
2.890223186691421,-16.455593009626448,34.0,0,0,3,sim
25.309662229009483,-19.80051390066471,67.0,0,0,5,sim
0.04732756385358594,-20.250793622949494,41.0,0,0,3,sim
2.8481619241553906,-25.126574666229374,38.0,0,0,4,sim
40.50241670432722,5.182581355748196,28.0,0,1,4,sim
-11.007093997058766,16.540204953440636,30.0,1,1,4,sim
0.6837650312698487,20.601076413358356,94.0,1,1,5,sim
21.652025689304836,-8.148725675669489,52.0,0,1,1,sim
3.9517859613135524,-19.47038417853608,37.0,0,0,4,sim
42.91191157232403,0.0300488084079511,42.0,0,1,3,sim
29.323827530487417,0.7671013943191411,39.0,0,1,1,sim
-10.295630599797933,22.256262680465255,35.0,1,1,3,sim
46.25398992249832,-2.300377258351153,29.0,0,1,2,sim
-2.2172498275234043,-17.46338985723154,48.0,0,0,3,sim
-6.588107394245505,13.22857279007635,37.0,1,1,3,sim
-12.494052582897027,24.26865979228303,39.0,1,1,3,sim
39.16662066727076,-6.7506004515798,35.0,0,1,2,sim
-7.757170262570375,15.335724889006153,37.0,1,1,4,sim
-39.73634340146096,-21.204660689086055,24.0,1,0,4,sim
38.943167944161914,0.8505820948056453,32.0,0,1,4,sim
-14.45027161852074,-25.306490194003104,90.0,1,0,5,sim
40.29476663046586,-15.734843977296828,109.0,0,1,0,sim
29.04252882620046,-20.41751109473225,72.0,0,1,0,sim
21.672389971623776,-5.488020406343899,38.0,0,1,4,sim
-7.4070087843722465,19.859679121006565,48.0,1,1,3,sim
0.7170096943952546,16.621915298702305,33.0,1,1,2,sim
43.37919239162642,-3.617335691253603,43.0,0,1,2,sim
20.91819379834717,-23.372975784675596,79.0,0,0,5,sim
-1.5100897983281378,-9.252764713903842,31.0,0,0,2,sim
6.274640488682571,-19.92507256369106,89.0,0,0,0,sim
-2.8540796942389943,-24.187437135626396,32.0,0,0,3,sim
-10.024739177479342,18.422962100306215,31.0,1,1,4,sim
35.7952236395256,-5.85551133348979,39.0,0,1,1,sim
-21.685187277713183,16.461427699533225,23.0,1,1,4,sim
40.78144008173284,-13.807242366204541,41.0,0,1,2,sim
-1.541675854911817,-24.286700740712533,32.0,0,0,4,sim
-28.37213975234765,-25.42029377363466,70.0,1,0,0,sim
-14.119837652846863,-25.23320672816321,82.0,1,1,0,sim
12.311645102836211,-20.188522342924774,60.0,0,0,0,sim
29.36490997354975,-17.730772070603436,74.0,0,0,5,sim
26.4771242886266,-18.584990012371833,79.0,0,1,0,sim
28.265857747238876,-16.739250522478635,59.0,0,1,0,sim
-15.921826142445974,2.6919639001835876,92.0,1,1,0,sim
-17.15572099237123,3.0673857739426325,80.0,1,1,0,sim
-0.6020215115874548,-18.817055680018775,39.0,0,0,3,sim
28.817140515162848,-13.323220184053465,100.0,0,1,0,sim
-14.077844901306339,22.27696286207363,38.0,1,1,2,sim
-15.65062071126334,23.737007345503933,43.0,1,1,3,sim
-39.28474219291306,-14.996427097835717,39.0,1,0,1,sim
25.760457774533993,-19.883528608574863,78.0,0,0,5,sim
30.50400200292024,-3.007980367582688,44.0,0,1,1,sim
-41.47069460063611,-26.56737562130823,36.0,1,0,2,sim
-25.589213948799703,-7.42558147707388,74.0,1,0,5,sim
11.270411539289501,-19.657470619169878,54.0,0,0,2,sim
-1.327801654067136,-11.70792310717072,30.0,0,0,4,sim
8.704768024656602,-5.378957083375214,53.0,0,0,5,sim
-39.415057515907364,-16.938791222384783,29.0,1,0,3,sim
-26.308239981215134,-26.710257893534212,93.0,1,0,0,sim
25.996679864577967,-17.9502871886154,71.0,0,0,5,sim
1.0568034441873806,22.351512824543583,94.0,1,1,5,sim
4.760790156303557,-12.585568240293025,106.0,0,0,0,sim
-10.051331867134405,17.6847059176923,31.0,1,1,4,sim
-5.4272048242286495,-13.890466569780887,40.0,0,0,3,sim
38.9634281154149,-8.85092317837687,31.0,0,1,4,sim
29.87415417150561,-5.519911597789525,32.0,0,1,2,sim
-4.712677513453154,21.06607430371664,56.0,1,1,5,sim
-15.568040100913972,14.230376344618767,34.0,1,1,1,sim
2.2038582215814304,-24.076901696633854,40.0,0,0,4,sim
-19.06227137671198,1.113465527251062,59.0,1,1,0,sim
-11.239125128519586,13.09654171101939,39.0,1,1,1,sim
-37.02541733593408,-25.796202855054084,48.0,1,0,3,sim
-38.73671459062143,-26.068601989396562,47.0,1,0,3,sim
-17.83502843121652,-0.6628060510889702,87.0,1,0,5,sim
1.6792980104630217,16.302068954953803,29.0,1,1,4,sim
29.81451843541522,-19.799433478885476,69.0,0,1,0,sim
-28.646340604162393,-27.25801927199246,66.0,1,0,0,sim
-20.50045509124511,15.133968730984238,26.0,1,1,4,sim
-25.444940554394282,-29.461168666496057,38.0,1,0,2,sim
17.816780415362807,-17.729495888302505,70.0,0,0,5,sim
8.56498454519775,-17.540199741088415,47.0,0,0,2,sim
-43.74882565648309,-17.88854578107356,39.0,1,0,3,sim
-7.159914562643395,15.227932221114019,38.0,1,1,4,sim
-24.460121310522904,-26.216861895951418,39.0,1,0,2,sim
-33.930436804919296,-8.601137240280067,49.0,1,0,3,sim
-26.17442735696958,-28.900836636624177,39.0,1,0,2,sim
-6.131939474956072,-16.505692643137955,50.0,0,0,1,sim
42.3320240857217,-15.778140279495892,43.0,0,1,2,sim
28.890085783140126,-6.752787917507149,41.0,0,1,1,sim
6.118521601287221,-26.052108028905337,23.0,0,0,4,sim
-6.639486570803448,29.335062723606065,30.0,1,1,2,sim
35.51954480424065,1.6134390173611823,30.0,0,1,4,sim
-8.445021540266179,18.326412480098625,38.0,1,1,3,sim
6.657429456659692,-13.799593385050954,83.0,0,0,0,sim
6.8665331194994526,-7.962532967960014,53.0,0,0,3,sim
-9.87072121199862,4.385375993287356,109.0,1,1,0,sim
36.08546049876263,0.9456360546663358,38.0,0,1,3,sim
36.20957787430541,-2.8534191976279075,47.0,0,1,1,sim
36.81297440556155,-0.23826843977362344,33.0,0,1,4,sim
-1.1170639155061033,-21.223848439115905,33.0,0,0,4,sim
33.19614540386736,-4.348540048701102,34.0,0,1,3,sim
-5.025646422459562,9.63176204361571,46.0,1,1,1,sim
12.287492927388183,-6.798835329868147,31.0,0,0,2,sim
-11.990913210469943,15.290074797402491,30.0,1,1,4,sim
29.724531924280846,-7.139504221396992,30.0,0,1,1,sim
44.504531223156064,-6.1267199797183585,73.0,0,1,5,sim
-24.64549220006496,-23.154607537589143,55.0,1,0,5,sim
-40.74119914963768,-11.299083282846427,35.0,1,0,3,sim
0.7428605375034194,-23.310287895658554,39.0,0,0,1,sim
-37.399787487466384,-23.88827249058418,44.0,1,0,1,sim
-16.65515536469124,0.31891167204348125,106.0,1,1,0,sim
42.557929109058435,-14.082623758535622,70.0,0,1,5,sim
-7.861483919530869,25.956788947529773,44.0,1,1,2,sim
-40.465244408391314,-18.410150371282512,26.0,1,0,4,sim
-26.864009919401834,-11.747900067399623,68.0,1,0,5,sim
38.85163625138482,4.2927749591070175,28.0,0,1,3,sim
-6.172378440569926,-13.30670983198797,38.0,0,0,3,sim
-28.97053167323543,-14.355341640281106,54.0,1,0,2,sim
43.787602345697465,-12.97637815473934,47.0,0,1,2,sim
-19.037000813689577,17.754277007686817,41.0,1,1,4,sim
11.879311687299802,-6.452131264583578,32.0,0,0,2,sim
28.783562228133466,-11.952346198562138,106.0,0,1,0,sim
11.059363098460935,-5.468917964956586,29.0,0,0,2,sim
-7.97912784969792,-14.826190292632536,31.0,0,0,4,sim
10.200350053019719,-5.171693328698074,38.0,0,0,2,sim
18.316721537981206,-22.986883272222556,56.0,0,0,5,sim
-8.029227463021115,15.989121981559697,46.0,1,1,1,sim
-15.929524734677209,5.304806571309223,83.0,1,1,0,sim
27.066623256418907,0.3419185210153426,41.0,0,1,1,sim
46.61551688015169,-6.03893886865567,98.0,0,1,0,sim
-20.37424977311911,3.9616517445367307,73.0,1,1,0,sim
-5.1969195391423595,-20.688200260647527,43.0,0,0,3,sim
4.922670818209217,-12.817515986194547,100.0,0,0,0,sim
44.32497699013548,-15.625624765391791,29.0,0,1,1,sim
46.6417531033819,-10.339647991355132,98.0,0,1,5,sim
-19.269096540164472,4.965650684716037,85.0,1,1,0,sim
-31.521573334776317,-12.26126425685419,32.0,1,0,2,sim
-20.09850252000963,17.725283200790322,32.0,1,1,1,sim
-26.87840999586041,-26.493556828144357,50.0,1,0,2,sim
-6.86202527900131,29.76769271859184,29.0,1,1,2,sim
-3.4595798999031118,27.6329616168821,49.0,1,1,2,sim
-45.93750006901881,-14.910746609683546,35.0,1,0,4,sim
12.694006001230221,-10.99445279334706,44.0,0,0,3,sim
-0.6417970669694294,-13.08572239463048,35.0,0,0,3,sim
25.55827454285067,-18.97997025822096,72.0,0,0,5,sim
5.765966652541153,-14.880023531597999,77.0,0,0,0,sim
41.244815308208715,-8.10097907031657,66.0,0,1,5,sim
-6.038812872181416,13.643513852313893,46.0,1,1,3,sim
5.325371349292639,-8.500080111003568,52.0,0,0,1,sim
-47.113266902335766,-14.522031819883573,43.0,1,0,4,sim
36.83723906403944,6.911097868270719,31.0,0,1,4,sim
-27.890156417530175,-16.41650812390691,104.0,1,0,0,sim
-39.921259523002334,-20.372591044762324,23.0,1,0,4,sim
-42.404681494134834,-13.86727061397031,38.0,1,0,3,sim
-39.96393859038936,-14.579517181905409,38.0,1,0,1,sim
-28.935704501522174,-4.349439413106152,75.0,1,0,5,sim
10.749446383775016,-11.919910933843695,69.0,0,0,5,sim
-40.512962963800575,-13.230416058398472,34.0,1,0,3,sim
-30.648572591276476,-19.05460817844363,100.0,1,0,0,sim
-3.926293983298664,-23.95800290302482,27.0,0,0,4,sim
-6.947655570447936,-7.939851756032031,50.0,1,1,1,sim
-1.5743942581054406,-19.977970537916125,46.0,0,0,1,sim
-29.950021774635754,-27.272733898703663,80.0,1,0,0,sim
-30.333929558270782,-15.73705651420666,46.0,1,0,2,sim
-28.422972032389335,-26.697673764575057,76.0,1,0,0,sim
-43.68678249276326,-14.705514942201455,41.0,1,0,1,sim
-8.771175555861996,-13.696714379606044,31.0,0,0,4,sim
27.465756354076042,-21.20951818525576,77.0,0,1,0,sim
-2.246025172527201,22.21253923380298,70.0,1,1,5,sim
-5.13549289142746,23.30206286990368,41.0,1,1,2,sim
-0.0859900975069513,22.8805096368719,86.0,1,1,5,sim
-27.166201124651657,-2.924651095305719,62.0,1,0,5,sim
-0.45600635803096423,-16.710537756433723,39.0,0,0,3,sim
46.59046847449736,-10.43768001816536,85.0,0,1,5,sim
-45.42085881559821,-16.571117997917103,43.0,1,0,3,sim
36.34837943083683,6.116673685043478,41.0,0,1,3,sim
26.102965731600403,-0.5416774730784404,37.0,0,1,1,sim
-47.24229926096476,-13.478105784656748,39.0,1,0,1,sim
-41.04952586785765,-16.38814366519516,36.0,1,0,1,sim
-26.9224017534275,-6.923484675864741,80.0,1,0,5,sim
-28.419257148977465,-20.211367411162897,52.0,1,0,2,sim
-45.534339037216114,-14.489694337990334,37.0,1,0,1,sim
-0.41961624628228616,23.41689520489396,80.0,1,1,5,sim
0.16461616136233015,-16.25630846921379,33.0,0,0,4,sim
41.91333942535688,-9.706961682784977,60.0,0,1,5,sim
18.506784116651584,-21.119911352097702,90.0,0,0,5,sim
41.70579492275334,-15.862278731945688,39.0,0,1,2,sim
37.46894107089403,4.949685666323264,26.0,0,1,4,sim
-26.852775378254545,-28.572317037414308,57.0,1,0,0,sim
41.16621585508577,-12.362969384226453,41.0,0,1,2,sim
-36.29802740486127,-23.001703858914176,47.0,1,0,1,sim
-1.5871508860838068,22.92238665515928,69.0,1,1,5,sim
0.5257009533332131,-14.209774880641163,46.0,0,0,3,sim
-41.94515986588003,-14.846616909449816,37.0,1,0,4,sim
-0.3423254075240748,26.35805713864457,48.0,1,1,2,sim
-2.819335673355785,-22.287531757885326,38.0,0,0,1,sim
-5.146724256048963,15.979626691881391,32.0,1,1,2,sim
-41.39772342445224,-17.90515420730288,34.0,1,0,4,sim
-13.771135134397136,7.213833249509836,58.0,1,1,5,sim
33.84301912423382,2.5065330876486627,31.0,0,1,1,sim
10.616978676768833,-6.975723141862101,35.0,0,0,2,sim
-36.3094973665972,-19.013032189764285,31.0,1,0,4,sim
1.9058628101758321,22.045381641934313,88.0,1,1,5,sim
5.132728945874382,-14.079480733862013,98.0,0,0,0,sim
-6.408863264080104,18.27814688958751,47.0,1,1,3,sim
-16.46136450729172,3.5875235548022726,95.0,1,1,0,sim
-33.765105403978666,-14.960617311396264,54.0,1,0,3,sim
-46.06369032235281,-12.733680263168093,39.0,1,0,3,sim
-17.29672348203003,20.248070735950733,37.0,1,1,2,sim
-6.207096424042689,10.735452948944117,49.0,1,1,1,sim
28.39180466974852,-18.078846692858747,57.0,0,1,0,sim
44.40520615044973,-5.9901076510540365,69.0,0,1,5,sim
-31.593220212097005,-9.368497630735835,35.0,1,0,2,sim
-27.94892353414522,-3.076448158515182,57.0,1,1,0,sim
-5.016647942601338,19.562026996435172,98.0,1,1,5,sim
41.703890254796846,-9.082341128133713,74.0,0,1,5,sim
-39.81895948848786,-10.937079862795805,33.0,1,0,1,sim
-27.462194979808576,-24.9977677271607,60.0,1,0,0,sim
-11.64468167444884,12.556099048054358,36.0,1,1,1,sim
-38.53395685279472,-25.82611187294325,50.0,1,0,1,sim
-39.061973575367944,-25.31339253474416,50.0,1,0,1,sim
35.68249131675611,-2.010064387475671,50.0,0,1,1,sim
-30.971297117420647,-19.958152595569775,92.0,1,0,0,sim
-39.413635794551524,-20.696183721601557,29.0,1,0,1,sim
7.882975497701285,-21.764772381426923,83.0,0,0,0,sim
32.58931102319676,6.3139903843923815,24.0,0,1,4,sim
42.890189596102815,-6.213650480590266,74.0,0,1,5,sim
-24.84268361573852,-4.603384336923147,54.0,1,0,5,sim
30.20858172098284,-17.344329500060525,83.0,0,1,0,sim
-8.088161914218391,18.71921100940976,34.0,1,1,3,sim
-2.790980315307914,17.381306641841384,35.0,1,1,4,sim
-27.20994697170567,-9.018833131579699,71.0,1,0,5,sim
24.62069997774754,-19.131830637157925,60.0,0,1,0,sim
-6.620212257502254,-8.22343358894204,44.0,1,1,1,sim
-11.277422098294497,24.018400583819265,41.0,1,1,3,sim
-18.79401278009223,17.63911080172413,28.0,1,1,4,sim
-38.92162483015031,-20.922516476637828,30.0,1,0,3,sim
26.932493641488076,-17.02159448521586,88.0,0,0,5,sim
-10.364507460360768,13.47866562186344,38.0,1,1,1,sim
-7.914826614529371,23.169688047280445,42.0,1,1,2,sim
-18.36253800646609,-2.3729537156511515,86.0,1,0,5,sim
23.803191597936344,-21.740634694816723,73.0,0,1,0,sim
40.107661299443734,-14.666634330986557,40.0,0,1,2,sim
11.610966742251476,-5.603987947059396,30.0,0,0,2,sim
31.648572114749204,-13.361922023296913,92.0,0,1,0,sim
-45.31927669153289,-20.775492328425354,41.0,1,0,3,sim
27.446799648404365,1.4740371587597387,41.0,0,1,1,sim
-37.178136766075085,-20.048845523085667,28.0,1,0,3,sim
38.73111396374556,0.2708884159321743,39.0,0,1,3,sim
-38.05389951542375,-18.825719695368612,24.0,1,0,4,sim
1.29532689874732,16.540568278689513,38.0,1,1,2,sim
19.18147575206426,-22.783521649995407,70.0,0,0,5,sim
43.23411071721591,-6.317067429749049,78.0,0,1,5,sim
-28.06783533630081,-15.027594002541393,46.0,1,0,2,sim
-4.70337773002063,-12.499470793193584,38.0,0,0,1,sim
-1.3583194956628408,22.627112619368987,67.0,1,1,5,sim
-27.967423270276868,-21.955761160145848,83.0,1,0,0,sim
-34.31727335301153,-21.824737365800104,54.0,1,0,1,sim
0.9150902570728912,-16.240509606860016,42.0,0,0,3,sim
2.2126835768228164,-25.32311314072652,42.0,0,0,1,sim
30.551394140164025,-16.14661130637476,88.0,0,1,0,sim
-32.96965518568817,-23.792456362586044,40.0,1,0,3,sim
-4.8020881422258705,-12.394232377636044,33.0,0,0,1,sim
-47.96595451470667,-15.715759669487095,41.0,1,0,3,sim
-10.270649829450315,25.241745067457344,39.0,1,1,2,sim
19.905008751005738,-21.628120353702947,70.0,0,0,5,sim
-9.957910782326056,21.981249809538845,31.0,1,1,3,sim
42.43675524077376,-5.500258060729725,94.0,0,1,5,sim
27.908516136994127,-5.568898682364597,49.0,0,1,3,sim
29.54092688051004,-19.17024398339489,70.0,0,1,0,sim
-1.573139281045154,-10.271086178302378,29.0,0,0,3,sim
5.226805741315414,-15.71281461374301,104.0,0,0,0,sim
45.6226433894342,-3.4306915338431416,53.0,0,1,2,sim
25.910178162698482,-17.16862070986395,69.0,0,0,5,sim
6.400117123075739,-25.655740225758386,29.0,0,0,4,sim
38.55645400296146,5.80742852703092,29.0,0,1,4,sim
-5.740551851441615,-14.278860636953832,42.0,0,0,4,sim
-36.07807530506949,-24.707014952961806,46.0,1,0,1,sim
-47.771130056168815,-14.528463175295773,39.0,1,0,4,sim
-2.327119910239553,-12.495483606519317,40.0,0,0,1,sim
-5.131488407031501,-17.122151882790835,39.0,0,0,1,sim
42.77053066301984,-0.518114291838847,33.0,0,1,4,sim
42.32786010738779,-6.222224162720737,56.0,0,1,5,sim
-37.20589590528644,-18.693717955446388,30.0,1,0,4,sim
-23.480005169353042,-5.311209689356675,65.0,1,1,0,sim
21.458965309783135,-15.72970492589001,55.0,0,0,5,sim
-19.732249150903247,19.403090597366486,27.0,1,1,4,sim
-3.347669351123189,-13.412910980875408,28.0,0,0,4,sim
-22.82173657864572,19.551461001325983,62.0,1,1,0,sim
2.4576432294225268,23.590752372948856,52.0,1,1,2,sim
31.516842026510464,-3.2699729023909687,38.0,0,1,1,sim
33.788740649704536,-0.6289265483229096,31.0,0,1,3,sim
-0.22850483762512946,26.292615029893497,41.0,1,1,2,sim
-38.68005036565829,-12.535348619077514,41.0,1,0,3,sim
37.23900776906001,7.34291606025824,29.0,0,1,4,sim
35.73454886721457,-2.380951620548485,41.0,0,1,4,sim
27.911368026338284,-16.426404794785217,74.0,0,1,0,sim
-39.440732613083185,-13.298612256598293,38.0,1,0,3,sim
-19.499784363795815,-2.3603635489474253,78.0,1,0,5,sim
-6.659303139846901,17.722807698980688,36.0,1,1,3,sim
6.6143910610455,-20.465525081363566,95.0,0,0,0,sim
27.421215133183797,-13.05301530892742,80.0,0,1,0,sim
28.68310378503224,-5.578970944794811,39.0,0,1,1,sim
-15.058514630649752,13.229137085326007,52.0,1,1,1,sim
31.038277243166217,-1.9853344945032738,52.0,0,1,3,sim
34.04710195554051,1.852537519151058,32.0,0,1,4,sim
-4.081592913722613,-16.808354124963216,52.0,0,0,3,sim
-15.108373505281483,2.6976851931132284,98.0,1,1,0,sim
35.42780877632231,3.381181238981954,38.0,0,1,1,sim
2.237109056581846,-24.0192727024481,35.0,0,0,4,sim
-15.808090086396962,23.674411668510167,26.0,1,1,4,sim
9.518420464033387,-15.686398503322101,43.0,0,0,2,sim
-17.901393340635195,2.834066769570301,77.0,1,1,0,sim
-3.61000140421672,-20.912912004527985,38.0,0,0,3,sim
